TEAM NAMES,Series Number,Filename,Name,Description,Gender,Attributes,UUID,Hash
,324,omondi-the-vegeterian,omondi the vegeterian,Omondi wears a green coat with lots of patterns. ,Male,hair: bald; eyes: sharp eyed; teeth: none;  clothing: green ankara; accessories: none; expression: alert; strength: leader; weakness: anxious,bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3,6cec5a6ba650cf7eee28814c08c167aaa0697175c8e9b433b66612d2cde5561d
,325,barasa-the-optimist,barasa the optimist,Barasa looks up to the sky and makes a wish.,Male,hair: bald; eyes: blue; teeth: none; clothing: brown ankara; accessories:none; expression: awake; strength: strong willed; weakness: immoral,2da4bef4-38cc-4414-99ad-7361fac04b2b,c1de5986aa3f37d2e054ac8bfa74cf7213f4d169f69d820710316c826990c3b8
,326,mwembu-the-elder,mwembu the elder,Mwembu is old but not so old and yellow is his favorite color.,Male,hair: bald; eyes: black; teeth: none; clothing: dark ankara; accessories: none; expression: plain; strength: fulfilled; weakness: angry,36181230-6ac9-417f-af5c-23bdd2c25ecb,2dc8562e5fd0bd852d6cca67fbfe37938306099b46ed88f846c878ea46b07936
,327,mbogi-the-fighter,mbogi the fighter,Mbogi is captured and forced to wear a mask. ,Male,hair: bald; eyes:  black; teeth: none; clothing: one side ankara; accessories: none; expression: willfull; strength: fighter; weakness: rebellious,3a7bc3c4-1463-42ce-84c9-07337da64435,cb7dbf031c454cdad8f2f61d52ed51eaa9b54fcc73fccd5598d164da8028d109
,328,mrosho-the-runner,mrosho the runner,Mrosho has his mask on and yet still runs his race. ,Male,hair: bald; eyes: sea blue; teeth: none; clothing: purple ankara; accessories: none; expression: alert; strength: visionary; weakness: destructive,b2ca2c76-3b6d-43f1-8cc9-089b6ab83876,c8a2232e663ec64c34a3925cd14f87c64dc42bc3b25432b8aaa71bebec1fbfbb
,329,milele-the-african,milele the african,Milele wears a dress with a nice african print in orange.,Male,hair: bald; eyes: blue; teeth: none; clothing: orange ankara; accessories: none; expression: timid; strength: leader; weakness: failure,644b0259-d75c-456d-934c-ce7c052bad3a,0f0c1e64a4bb0deb7aafd3a17f6a945d703a0785d5ab303fb919f090c8ac0706
,330,olebon-the-oloibon,olebon the oloibon,Olebon is in a customized buba sokoto.,Male,hair: bald; eyes: closed; teeth: none; clothing: animal print; accessories: none; expression: surprised; strength: empathy; weakness: easily bored,de261efe-731d-461e-b2e4-42edd2f48f72,50ae015d11742f5e9a207222f1c21db32bafc5dd05ac7c740228cef27f782487
,331,chifu-the-maasai,chifu the maasai,Maasai shuka keeps bringing inspiration for new clothings. ,Male,hair: bald; eyes: closed; teeth: none; clothing: ankara shirt; accessories: none; expression: visionary; strength:  authentic; weakness: selfish,239933c4-7177-4b5b-86e8-e6f952301344,55691b649b9f5e5906f2cd5b901a91f6c936212fc0a18a308076c7530e6c10d7
,332,mwangaa-the-voice,mwangaa the voice,Mwangaa the chief is controlling but still loved as he has a calming voice.,Male,hair: bald; eyes: blue; teeth: none; clothing: white lined ankara; accessories: none; expression: kindness; strength: brave; weakness: impatient,49179b62-812d-4d0f-b518-4af7fa79f8bc,8dbca7099e96c71a53c29aa2a4112891d98a4f24f5c49f324edbfec13c839940
,333,waforte-the-first,waforte the first,Waforte loves to sleep and does nothing else.,Male,hair: bald; eyes: closed; teeth:none; clothing: jean ankara; accessories: none; expression: shy; strength: none;  weakness: selfish,871912a8-d96e-4594-b7b3-450d94ee6924,1428e263b47ccfa594b4bc72098d86d76a0b68da0f4b76f89ff0f6da8345196b
,334,kariuki-the-prayerful-one,kariuki the prayerful one,Kariuki closes his eyes as he watches the sunset.,Male,hair: bald; eyes: closed eyes; teeth:none; clothing: none; accessories: none; expression: bored; strength: intelligent; weakness: passive,6a5b6fa6-0f91-4b01-957f-c766945eb704,ba00e6761fabe4a02c1ebd3dd5aa3e7485693529150f4e6be7f9a69b080f18bf
,335,kenyanese-the-priest,kenyanese the priest,Kenyaanese is a masked up man with a white cloth as his signature attire. ,Male,hair: bald; eyes: white; teeth: none; clothing: white jean shirt; accessories: none; expression: calculative; strength: kind; weakness: takes things personally,0706c338-42eb-4d26-84ea-c24b39628200,106c7e452efe8a3de5c91534efe823723ae5c5dbaf408d9893c3bba7773f6ff8
,336,nyimbo-the-singer,nyimbo the singer,Nimbo has his glasses on and a pot with hot porridge for the night,Female,hair: dreadlocks; eyes: glassed up; teeth:none; clothing: off shoulder ankara; accessories: a pot; expression: free spirited; strength: fair; weakness: impatient,d05af807-b3e9-4ad3-8df1-b7864d2daa33,6c045a3bb4ba99f7b241af0f37c44a3d35f3206ac454918adc17ec4ada416ea0
,337,maathai-the-nobel-winner,maathai the nobel winner,Mathaai the warrior is revered all over the land. ,Female,hair: pink afro; eyes: glassed up; teeth: none; clothing: colored ankara; accessories: none; expression: strict; strength: leadership;  weakness: short sighted,0871cb8c-8d56-445d-92c7-01793f327707,593ab3afd1ed055473353e25f42cd2df44aaab21476268134dbdd0b61b4712a4
,338,tish-the-angry-one,tish the angry one,Tish is always angry and with specs on he looks really mean. ,Female,hair: black huge afro; eyes: none; teeth: broken teeth; clothing: off shoulder ankara; accessories: none; expression: disgusted; strength: blunt; weakness: greedy,750a89dc-44ff-43bf-8211-b7776f1b5e52,18fbdfb1f398b42243359dd35586a7f1c6ca98aab198414d5d5a68a9ccb52e0a
,339,wamenza-the-winner,wamenza the winner,Wamenza the leader has led his team to yet another thrillig victory. ,Female,hair: laid back; eyes: none; teeth: none; clothing: off shoulder ankara; accessories: none; expression: meditative; strength: strict; weakness: impulsive,7348c9ed-4ac9-4785-9434-0a1f0dcaf8d8,2253d2fc78fff552bac37d2a0c858b6bf5e6d1979a950af0251f2827368db6fa
,340,isaya-the-track-king,isaya the track king,Isaya the traveller has done a lot of travelling round Africa. ,Male,hair: none; eyes: glassed up; teeth: none; clothing: bright ankara; accessories: none; expression: taken aback; strength: straight forward; weakness: selfish,41781a16-d2b8-4fc6-a1f4-b9fffc5c95ba,e874c3ab375cb9252d4817edf973100437689f5c79abea460d0304e45958221d
TEAM RULER,341,mansur-the-partyrider,mansur the partyrider,Mansur is the life of a party and never caught dulling.,Male,hair: none; eyes: ash grey; teeth: none;  clothing: agbda; accessories: studs; expression:happy; strength: intelligent; weakness: red whine,78db0f29-3936-4d9c-bb90-3dbf20dba2dd,20e8f15807d2f484901433c351e85f1bfbe921e4645fb2c15c272168ee8ed97d
,342,tola-the-businessman,tola the businessman,Tola loves business and owns several shops in Idumota.,Female,hair: none; eyes: midnightblack; teeth: none;  clothing: purple blowse; accessories: mask; expression:furious; strength: powerful; weakness: love,1c5d5a6b-cf04-4bf9-978e-22a7e9bc5819,2994c7a74571969cc494e44cc162ae06265495bc244cf2e01c0e106a7aca1ec0
,343,abdullahi-the-honorable,abdullahi the honorable,"Popularly called ""buje budanu"" a godfather who lavishes money on young gees.",Male,hair: none; eyes: blue-blackish; teeth: none;  clothing: yoruba attire; accessories: none; expression:anxious; strength: foreseer; weakness:indecision,dd708276-445f-4483-8357-fc08e999328f,e95b060ef8d98ab87311cee9e6b74fcf001eec77cae924e0b794ac65ae03f649
,344,ojukwu-the-badguy,ojukwu the badguy,Ojukwu is a business minded guy but fun to be with.,Male,hair: bald; eyes: eagle eyeball; teeth: none;  clothing: yellow lining blowse; accessories: none; expression: none; strength: good eyes for fashion; weakness: lack will power,76c1eabf-15ea-446a-8426-472982c4d800,cf2d51273abbf0363969fe7f65230ef8a5e4315b7a2d0bd3da8ca2f11ae49c40
,345,odunsi-the-egbonadugbo,odunsi the egbonadugbo,Odunsi loves to advise and people in the community rely on him.,Male,hair: none; eyes: dark brown; teeth: none; clothing: one shoulder gown; accessories: none; expression: none; strength: elegant; weakness: easily depressed,2912ab8b-5875-4277-a5c2-a0209aee90ae,1c3c52df8d2e897f40f7b30284249d79a0db80ae45d4a9d6393d34fbc92a2adf
,346,ogogo-the-sugardaddy,ogogo the sugardaddy,A rich oil magnate who loves to solve young women's problems with his millions.,Male,hair: none; eyes: cat eyes; teeth: none; clothing: purple danshiki; accessories:nose mask; expression: straight face; strength: brave ; weakness: too selfless,aa575f30-04ad-45f9-a798-199465117793,3d2f3ec14785e15bd45fd60b2c2c4436ba49be0e8d06402bdcb262af328cac5f
,347,suli-the-amalaseller,suli the amalaseller,Suli sells amala with respect and people say that's the secret to her sweet food.,Female,hair: low punk; eyes: cat eyes; teeth: none; clothing:brown babarigai; accessories:none; expression: furious; strength: wealthy; weakness: too emotional,46fd4821-04dd-4f65-9290-c130a00c4c93,c3e574dc27cccb95d867eb678661ec00c144a1984850c2dbf98982b2c2234565
,348,dolapo-the-afrocentric,dolapo the afrocentric,Dolapo loves African prints and loves to showcase culture.,Female,hair:bald; eyes: brown; teeth: none; clothing: one sided blowse; accessories: nose mask; expression: none; strength: beautiful; weakness: forgetful,cbab232b-5c62-4df8-867b-018a2e496cd4,9c780f808c13557a33a86a1e88e899f691292d45041982b0c2bb8a26eb2625af
,349,danjuma-the-saddist,danjuma-the-saddist,Danjuma is a grumpy man no one likes to associate with him.,Male,hair: none; eyes: sky blue; teeth: none; clothing:purple agbada; accessories: neck beads; expression: excited; strength: outspoken; weakness: boring,5a42af57-186e-425b-b6b1-f72bda4911ef,e9429d9d3f6873b0b5c4a28b4e7c69d3b1ee23fda1be0a614968a0594bca4857
,350,chinedu-the-farmer,chinedu the farmer,A hardworking farmer who has 6 boys who help out on the farm.,Male,hair: none; eyes: black; teeth: brown; clothing: one sided gown; accessories: none; expression: blushy; strength: easily loved; weakness: get angry easily,9e8a55d7-0d8d-465d-a628-08ddd387a2c6,29a6e18d3b7c89f9e7f99a937d6b3367c4f4ed05c0ff0084274e8ef9c4046c8c
,351,kola-the-baldguy,kola the baldguy,Kola is every girls dream man because of his hair style.,Male,hair: low cut; eyes: mouse eyes; teeth: none; clothing: gbariye style; accessories: nose mask; expression: unhappy; strength: good eyes for details; weakness: sluggish,c32f1757-da9c-49e8-bd79-510a42b6971a,2049f60b74da172a63f3a85027a2adbe86096da59a64205c96a986d6df4c4c9e
,352,bola-the-bosslady,bola the bosslady,A lady who supports the boy child by providing scholarship to young talented males.,Female,hair: low cut; eyes: brown; teeth: none; clothing: short orange gown; accessories: nose mask; expression: none; strength: industrious; weaknes:spend lavishly,09ff910d-a2be-49d5-8b27-b9378458701c,b96d8a808c9a09a6ed82a2fb34d79acd701ab99ab23791fc532df6a1fd1f1cd3
,353,kunle-the-alienguy,kunle the alienguy,Kunle is special and easily get noticed even in the midst of crowd.,Male,hair: green punk; eyes: green; teeth: none; clothing: purple agbada; accessories: purple beads; expression: unbothered; strength: very energetic; weaknes:eaaily give in,dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100,6718578f16e02c64d363ba14d331448fecfa5277e4f7656c65f31a05a1fb7a86
,354,segun-the-sharp,segun the sharp,Segun drives with caution and people love him for that.,Male,hair: green punk; eyes: black ; teeth: none; clothing: orange buba; accessories: nose mask; expression: bitchy; strength: team player; weaknes: none,f9159a9c-f48d-4aee-bcc1-63c86209f806,dbc11a34b9c4f0e15a13520b6a4b8e25375eeeee532aeb6ac06b1cf45378a5c9
,355,ola-the-hardguy,ola the hardguy,Ola may be feared but he is such a coolheaded champ.,Male,hair: none; eyes: closed eyes; teeth: none; clothing: purple buba; accessories: none; expression: sick; strength: quick recovery power; weaknes: get ill frequently,a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0,ddacf58c748810242c90f1045aaef7670d0642251071bc7ab7b3679a942769bf
,356,emeka-the-chief,emeka the chief,Crowd are always at Emeka's house because of his selflessness.,Male,hair: none; eyes: closed eyes; teeth: none; clothing: pakaja attire; accessories: none; expression: bossing; strength: easily comman respect; weaknes: not a ladies man,195e89c8-0b6f-43ad-9a2c-d20f03439e96,a4399e7ceed94903f37a4d2c282d8f9ea6ed3987d3cf365c6d29b1f4d1a064d0
,357,ugochukwu-the-celeb,ugochukwu the celeb,Ugochukwu is an online celebrity with many followers on social media.,Male,hair: white blode; eyes: closed eyes; teeth: closed teeth; clothing: black gown; accessories: gold shades; expression: bitchy; strength: enterprising; weaknes: too emotional,74775cda-cff4-4d21-8819-693127598eca,4cb68755ebbc2efa60bb3bdbb2a383257047d4464ae97689bc68646c430cc9de
,358,adekunle-the-yorubademon,adekunle the yoruba demon,He might be every woman's man but faithful and loyal to one.,Male,hair: gobi cap; eyes: closed eyes; teeth: closed teeth; clothing: ghana dansiki; accessories: gold shades; expression: owanbe mood; strength: from a walthy home; weaknes: disrespectful,5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7,6d78b00c65fc94ba4e5dd23c20dfabce8206ec4a085d16052236c7501a180fc2
,359,favour-the-fashionista,favour the fashionista,Combining dresses is not a problem for Favour.,Female,hair: black ghana weaving; eyes: cat eyes; teeth: none; clothing: senegalese blowse; accessories: gold shades; expression: party rider; strength: smart; weaknes: lazy,19fc15c3-80fe-4d45-a2fe-be8f087d57c4,0f9f2e2d77bd1b03edf918cc773ef0612709492cc97a6337799449f512402108
,360,jane-the-slayqueen,jane the slayqueen,Jane is always found in the midst of men and loves partying.,Female,hair: long grey braids; eyes: closed; teeth: black lips; clothing: black short gown; accessories: gold shades; expression: happy; strength:very intelligent; weaknes: have mood swings easily,74775cda-cff4-4d21-8819-693127598eca,6c6aa529694b13c98bbf2d4b245e130de575c95387d4e9b1de34a23bef814a2c
TEAM VBELT,361,osas-the-ceo,osas the ceo,Meet Osas; a Gen-Z CEO with the British accent.,Female,hair: purple dreadlocks;  eyes: none; teeth: none; clothing: danshiki;  accessories: gold glasses; expression: none; strength: none; weakness: none,b10f7e42-4778-49db-820b-dabbad75504a,818217970db56ca23dff4db289cb110be460b94d68ccb6c70596789c32e90674
,362,nneka-the-rainbow babe,nneka the rainbow babe,Nneka; the happy rainbow babe with the vibes.,Female,hair: pink;  eyes: none; teeth: none; clothing: blue and black bichrome; accessories: gold glasses; expression: none; strength: none; weakness: none,e7e20ab8-03e0-4e0a-80aa-6e193f84426e,2f00fb082b04ae0019d00beb30741a784f0c488e6cc2c931b96fdbdc054613a4
,363,temitope-the-spoilt girl,temitope the spoilt girl,Temitope; our favourite daddy's girl.,Female,hair: none; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: gold glasses; expression: none; strength: none; weakness: none,10cbcbcb-754e-4175-b85d-d0c7eafa16a2,e6240e1ac5ff93aee762c68483d3373f85bc8930865a752a690ab6731f1162ce
,364,bekeh-the-party animal,bekeh the party animal,Baby Bekeh is life of the party that goes home with your charger.,Female,hair: dark brown;  eyes: none; teeth: none; clothing: left one-shoulder wax print; accessories: gold glasses; expression: none; strength: none; weakness: none,f0558235-3043-46e5-b26c-5bde83cc67fb,5a7370f7c35dc3397f75b47b6bb35eeab451f9979c0cadb841f8b02dedc1435d
,365,nana-the-tech lady,nana the tech lady,Nana; the tech madam that doubles as Kumasi Adele in her bathroom every morning.,Female,hair: black; eyes: none; teeth: none; clothing: print kente;  accessories: gold glasses; expression: none; strength: none; weakness: none,e0858913-7050-4c4a-a2a0-442a88463334,f991b1869001e463a84d31498d7bb91d179b2bb79574007373adaa20c6f4f66d
,366,rofiat-the-marketer,rofiat the marketer,Rofiat; the distressed marketing intern.,Female,hair: purple dreadlocks; eyes: brown; teeth: none; clothing: danshiki; accessories: none; expression: none; strength: none; weakness: none,1e4d9bda-f6f9-4e7a-9381-bee4b074b56d,aa56306a1b2939e6a82951e8a7e72b0725c4684e109ce0562035e3d0f5695f5f
,367,zarifa-the-righteous,zarifa the righteous,Meet Zarifa; a proper baddie for Christ.,Female,hair: pink; eyes: blue; teeth: none; clothing: v-neck original kente; accessories: none;  expression: none; strength: none; weakness: none,c6955d16-c343-46bc-9bed-c069ea8cc65a,67eac39d8dcc35b251502a12495cf02eb2687d3b75c6513590293c840242f9b0
,368,modinat-the-troublesome,modinat the troublesome,Modinat; The queen of gbas gbos.,Female,hair: long maroon hair; eye: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: brown glasses; expression: none; strength: none; weakness: none,49eb44e8-1117-463b-b7b3-1bcea4258362,c8625520015c6ed6d8a27f4b285ebe3bfbed432dcafadb05497c11baddadf4fe
,369,amaka-our-mummy-g.o,amaka our mummy g.o,Here's Amaka; our one and only mummy G.O who's been to hell and back.,Female,hair: dark brown; eyes: blue; teeth: none; clothing: blue v-neck wax print; accessories: none; expression: none; strength: none; weakness: none,853edc40-0f9d-40c5-ba78-46067dfd7f68,0440bb1b9c692fce867d89673330ede1b33db25fd5ee4afa9a4df69e25932eb8
,370,mawusi-the-patient,mawusi the patient,Meet Mawusi; the sweet sister waiting for her Canadian bobo.,Female,hair: black; eyes: blue; teeth: none; clothing: print kente; accessories: beret; expression: none; strength: none; weakness: none,ca9ddc30-141a-493d-851b-71d34f599641,ba30f0c97d407b16848aab63a9ed1cc9ccbcbe1dfcfa2b75c341e4f0ee2b48f7
,371,nesta-the-difficult,nesta the difficult,Meet Nesta;the National Chairlady; (SAN)Shege Administrators of Nigeria.,Female,hair: double puffy hair; eyes: brown; teeth: none; clothing: bow neck wax print; accessories: hair bands; expression: none; strength: none; weakness: none,fc3b7ca7-efdb-45b2-b7c9-e69107484a43,efb6a38a7f8d2be05e9b0e8e0a074363575c4aa8b48c26d3211292362201b0ce
,372,adaora-the-choir mistress,adaora the choir mistress,Adaora; a lovely choir mistress who loves her boyfriend.,Female,hair: black; eyes: brown; teeth: none; clothing: none; accessories: choker necklace; expression: none; strength: none; weakness: none,df944505-da1a-424e-88aa-b9d365bd2775,4478be54a9d57ee2c9ca7bfceab17208e807e9017f795b28cedff9a75c047e03
,373,busayo-the-husband snatcher,busayo the husband snatcher,Miss Busayo; loves being around her husband.,Female,hair: brown; eyes: brown; teeth: none; clothing: none; accessories: none; expression: none; strength: none; weakness: none,73c8d935-4a71-41d2-a1de-066ae8d548e6,9b36d846c271b8c5dfd6292f914cfa245512f14dfd26df6b7c30a9ed02406364
,374,wangari-the-waitress,wangari the waitress,Wangari; the aspiring musician that doubles as a waitress.,Female,hair: purple dreadlocks; eyes: brown eyes; teeth: none; clothing: none; accessories: purple earrings; expression: none; strength: none; weakness: none,4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c,a63bc46f997538f2cef71019cf6e593183e6680188530530cf1afac5d93a2808
,375,charlene-the-shy lady,charlene the shy lady,Meet Charlene; the shy sweetheart next door.,Female,hair: brown afro; eyes: brown; teeth: none; clothing: black dress; accessories: none; expression: none; strength: none; weakness: none,36539b84-ada0-43cb-92d4-30596e07a39a,d6a6e1aa8674ad2ffa824addec5781d5cb9af9e99aec3f16bf70b2d30288fed1
,376,addae-the-unretired,addae the unretired,Mummy Addae; the hot grandma that has refused to retire.,Female,hair: brown; eyes: brown; teeth: none; clothing: danshiki; accessories: choker necklace; expression: none; strength: none; weakness: none,ced7b53c-73de-4fc7-a652-2b17ebfe68c9,10030206c0bc63fcd941bfefeba1e205471d5588b9b81d0c14a238ebd882ef0a
,377,abena-the-slay queen,abena the slay queen,Abena; the gang's slay queen.,Female,hair: long brown braids; eyes: squinting; teeth: none; clothing: v-neck original kente; accessories: none; expression: none; strength: none; weakness: none,1e4728e1-3e45-4972-9755-4a38e784ff91,44880ead946d56d8f7224222b41f969492640acefb529b9f0007d3e96c01e4ff
,378,gasira-the-violence mama,gasira the violence mama,Sister Gasira; wipes people Oraimo cord for a living.,Female,hair: brown bun; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: none; expression: none; strength: none; weakness: none,ea72337f-658f-4198-9ad6-39bc6212c20d,4f6dcb82093adc00fe0413234bf27339d0673b65b808efb9f38b558e01ade9ab
,379,salamatou-the-exchange student,salamatou the exchange student,Salamatou; an Ivorian exchange student who's in love with amala.,Female,hair: black; eyes: squinted; teeth: none; cothing: none;  accessories: beret; expression: none; strength: none; weakness: none,0e216fd1-d96a-4e3c-a59b-c807f772c5b3,0978ab9cbcc004f1041d515d2728a265674b82c1946902019cc50e9d0f47ca76
,380,nguyen-the-foreigner,nguyen the foreigner,Meet Nguyen; the Asian aunt that's addicted to waakaye.,Female,hair: dark brown; eyes: squinted; teeth: none; clothing: print kente; accessories: none; expression: none; strength: none; weakness: none,0381301b-b5a3-42c1-9f73-2c43c0b8493f,5798fe3a68e05fde471b3ceb755ba75216f3f4d2e665935b72d7b0fb80b97554
TEAM AXE,381,baba-ijebu-the-gambler,baba ijebu the gambler,Baba Ijebu likes to spend all his money playing ayo; he plays till the moon is high.,Male,hair:none; eyes: sky blue; teeth: none; clothing: none; accessories: facemask; expression: none; strength: creation god; weakness: love,26340cc4-e334-494e-a737-f2b4bb9bb22e,640c75645c3077fc2163ae5d20193d4bf85d79b530efbda0de98756fb47bcf5c
,382,amadi-the-palmwine-tapper,amadi the palmwine tapper,Amadi sells his palmwine at the village square.,Male,hair: bald; eyes:shut; teeth: none; clothing: none; accessories: facemask; expression: none;strength: thunder bolt; weakness: palmoil,a0586a93-7aff-43cc-8282-d081b8d6fe90,c9ce4c6d7dbfc17ea23f7a8fcc323f266a6eae4826d4a595bc67e39f64be283c
,383,saro-the-betrayer,saro the betrayer,Saro is mean; wicked and serves breakfast on a weekly basis.,Male,hair:shiny bald; eyes:none; teeth: none; clothing: asooke; accessories: none; expression: cunning; strength: thunder clap; weakness: mice,15e1775c-74fe-4a0b-b79c-49f6b730fa89,0ceac068fdc1a0f907aeab00a372b8c5c399646bc6f533ac2c9b9d2ac0de8437
,384,tope-the-baller,tope the baller,Tope is an alte fashion king in Lagos who spends most of his nights at the club.,Male,hair: shiny bald; eyes: aquamarine; teeth: none; clothing: none; accessories: none; expression: childlike; strength: healing; weakness: fire,311a6713-66c9-43ce-82d8-e3ce03a87a81,e0c6a65fc9cbb9db645a853f4fb5b223c40135fc2684da96c97ad0f1107af33b
,385,kwame-the-maths-teacher,kwame the maths teacher,Kwame teaches maths and is well known for punishing students.,Male,hair: none; eyes: squinted; teeth: none; clothing: yellow danshiki with patterns; accessories: none; expression: none; strength: none; weakness: none,9c34a73f-33ee-4577-aba8-0982c1656ba7,dd4deb0a76d2c2a13a5d9cfd460eecb0ddc99460e3aabfd0a120d59a8290b8d0
,386,jagaban-of-afrobeats,jagaban of afrobeats,Jagaban is a party mover who wows the crowd with his theatrics.,Male,hair: none; eyes: sleepy; teeth: none; clothing: black danshiki with patterns; accessories: facemask; expression: none; strength: illusions; weakness: mirrors,784f0f6b-4273-4a31-88d7-2455b96c9011,a8d1bcd73f5762bdca8ff40672931fb93b467e41ab10a36905afa15f5003628b
,387,nyame-the-traveller,nyame the traveller,Nyame and adventure loving traveller who loves to explore the African continent.,Male,hair:bald; eyes:black; teeth: none; expression: serious; clothing: yellow patterned danshiki with black lining; accessories: facemask; expression: none; strength: heatblast; weakness: cattles,f3af0bbd-0724-4696-89ff-ed67f63e6b4f,ca81eac47a0ede09bde79b2c1f17968f385d45fdca66fec6c142989c8d2c5b3e
,388,adewale-the-gardner,adewale the gardner,Adewale is a hardworking and resourceful lover of plants.,Male,hair: none; eyes: pitch black; teeth: none; clothing: yellowish blue native; accessories: none; expression: mysterious; strength: oro ase; weakness: none,c447c120-830e-4543-9cb3-5917ba36bce8,5c7680d6f16891419f0dfc122687a5a08154f4c988a1e4d98a7d4f9b658a5a79
,389,emeka-the-driver,emeka the driver,Emeka is a fixture on the bustling streets of Lagos.,Male,hair: black; eyes: none; teeth: none; clothing: print kente; accessory: gold glasses and beret; expression: none; strength: none; weakness: none,dacbbb38-087d-4248-8085-13b619da0ef9,32b47eba2d94176202edf7943b3c4b5cf01ad04a70a75d1db60bbcfa566bb6f8
,390,abang-the-wordsmith,abang the wordsmith,Abang is a storyteller and connoisseur of words.,Male,hair: shiny bald; eyes: none; teeth: none; clothing: whitish blue ankara; accessories: none; expression: amused; strength: ironclaw; weakness: wood,94c607b3-791e-40df-bd93-50926f094143,bca21b5945936e669f2a3d0b2228bfe0bde8b6f3efb128d4055ca6ad4d138249
,391,onome-the-stylist,onome the stylist,Onome is a fashionista with a pereferece for pipes over cigars.,Female,hair: fuzzy brown; eyes: none; teeth: none; clothing: patterned danshiki;  accessories: glasses and pipe; expression: baddie; strength: all knowing; weakness: ignorance,b3427836-627b-41e4-a2d0-c29473448343,b8c9c612c8720d09cdccd8573d2d47ffbd1d41a50fb7fd7adacd7b35e128d18e
,392,adaeze-the-developer,adaeze the developer,Adaeze is a gen-z software engineer whose favourite colour is purple.,Female,hair: purple braids; eyes: none; teeth: none; clothing: darkish blue buba; accessories: glasses; expression: bitchy; strength: seduction; weakness: dirt,22aaebe4-4659-44de-ab3d-c4dae11fe9f5,6d50bed0cf454c8c64da03e0ede91a8d3e517bc0b6ec209b91497b679729ec7f
,393,precious-the-sidechick,precious the sidechick,Precious can be found in every happening party in the cities of Lagos & Abuja. A Small girl with a big God.,Female,hair: black knob; eyes: none; teeth: none; clothing: patterned kente; accessories: berret and glasses and gum; expression: unbothered; stength: foresight; weakness: wine,ca720bf9-5e47-4421-b38f-bc62162ae99e,30723930e0cae57a2697006eaf063a3d34ef5a3af21e672e599ba038edd09cfe
,394,ella-the-creative,elle the creative,"Ella is a smart, resourceful and an intellligent copywriter in a marketing firm.",Female,hair: light brown cornrows; eyes: none; teeth: none; clothing: patterned isiagu;  accessories: glasses; expression: blank; strength: none; weakness: none,3b795bad-91b4-4d0e-8ed8-bccbb226fc55,5c0113e8e2aca6e00e8e65bf399cbe29ca7ef330b905a1490cbe435f18300d51
,395,maame-the-starter,maame the starter,Maame is a no nonsense tough cookie who is never afraid to start something.,Female,hair: brown wavy; eyes: none; teeth: vampiric; clothing: yellow patterned kento; accessories: glasses; strength: scale of justice; weakness: anansi,2aebd094-3be5-4773-a7a0-361f6332a7d4,f060510c04336563845661fdde18e40aabfd2739df8f969e1ce6d39ca953019d
,396,abigail-the-beautiful,abigail the beautiful,Abigail is the k-pop stan who loves comic books.,Female,hair: wavy brown curls; eyes: aquamarine; teeth: none; clothing: drum patterned danshiki; accessories: earrings; expression: none; strength: moonbeam; weakness: erinle,fb148f97-d309-45a4-b902-4e066ca13f96,63965fde61f951a2434ee5a0684f2978535f86404f2340beae591566f022f26b
,397,abike-the-iya-loja,abike the iya loja,Abike is a well known trader & the iya-loja of the largest market in Lagos.,Female,hair: purple bun; eyes: midnight black; teeth: vampiric; clothing: purpulish black buba; accessories: berret; expression: scary; strength: hammer of justice; weakness: oya,7b210c03-5446-462d-980e-c73dbbc1e386,2c1ff2dfff04680da0f22cceb95574331e091b4eb35b551ffced4bd4af62b129
,398,ashanti-the-gold seller,ashanti the gold seller,Ashanti is a well known gold trader whose trinkets are one of a kind.,Female,hair: brown curly bun; eyes: deep brown; teeth: none; clothing: multicoloured kento; accessories: pipe; expression: amused; strength: lovefist; weakness: easily deceived,80b51092-3fbc-4d0c-8518-fc461ccb6c80,9328e4c1fe068c39c8f3e1caf162add9766d8a162624be5c883b03da010eeff2
,399,yemoja-the-cool,yemoja the cool,Yemoja is a content creator who is known for her cool girl aesthetic.,Female,hair: orange pigtail; eyes: dark brown; teeth: none; clothing: black patterned kento; accessories: hair clip; expression: dismayed; strength: none; weakness: none,1693b44d-96cf-4c2d-89be-9f4219c28447,275c9cbe686c938846ef6349254a888bf07f5494159986400265969a151a5523
,400,Nana-the-dancer,nana the dancer,Nana is a dancer from Kumasi who performes at well known events all over Ghana.,Female,hair: orange afro; eyes: brown; teeth: none; clothing: yellow patterned kento; accessories: none; expression: hopeful; strength: none; weakness: none,9609d0f4-d9d3-4cff-aa06-a9c459fefa39,9c31899b1406261fdcfdc67961730eccd32d22ea35c46ca07a4c0278df64219f
